"ProlificID","condition","duration.seconds","Consent","Catch","RMTE_P","RMTE1","RMTE2","RMTE3","RMTE4","RMTE5","RMTE6","RMTE7","RMTE8","RMTE9","RMTE10","RMTE11","RMTE12","RMTE13","RMTE14","RMTE15","RMTE16","RMTE17","RMTE18","RMTE19","RMTE20","RMTE21","RMTE22","RMTE23","RMTE24","RMTE25","RMTE26","RMTE27","RMTE28","RMTE29","RMTE30","RMTE31","RMTE32","RMTE33","RMTE34","RMTE35","RMTE36","confidence_level","sex_arousal","happy","sadness","bored","attentionCheck_blank","attentionCheck_yes","Age","Gender","sexual_orientation","sexual_orientation_3_TEXT","health_symptoms","Comments","rand_order","firstClip","emotions_DO","duration.minutes","duration_z","RMTE_P_correct","RMTE1_crct","RMTE2_crct","RMTE3_crct","RMTE4_crct","RMTE5_crct","RMTE6_crct","RMTE7_crct","RMTE8_crct","RMTE9_crct","RMTE10_crct","RMTE11_crct","RMTE12_crct","RMTE13_crct","RMTE14_crct","RMTE15_crct","RMTE16_crct","RMTE17_crct","RMTE18_crct","RMTE19_crct","RMTE20_crct","RMTE21_crct","RMTE22_crct","RMTE23_crct","RMTE24_crct","RMTE25_crct","RMTE26_crct","RMTE27_crct","RMTE28_crct","RMTE29_crct","RMTE30_crct","RMTE31_crct","RMTE32_crct","RMTE33_crct","RMTE34_crct","RMTE35_crct","RMTE36_crct","RMET_mean_all","RMTE_P_gender","RMTE1_gender","RMTE2_gender","RMTE3_gender","RMTE4_gender","RMTE5_gender","RMTE6_gender","RMTE7_gender","RMTE8_gender","RMTE9_gender","RMTE10_gender","RMTE11_gender","RMTE12_gender","RMTE13_gender","RMTE14_gender","RMTE15_gender","RMTE16_gender","RMTE17_gender","RMTE18_gender","RMTE19_gender","RMTE20_gender","RMTE21_gender","RMTE22_gender","RMTE23_gender","RMTE24_gender","RMTE25_gender","RMTE26_gender","RMTE27_gender","RMTE28_gender","RMTE29_gender","RMTE30_gender","RMTE31_gender","RMTE32_gender","RMTE33_gender","RMTE34_gender","RMTE35_gender","RMTE36_gender","TV","sex_arousal_c","sex_arousal_Z"
"60621582fe2e0ea6aa218581","Disclaimer-notsexual",1002,"Yes","20","panicked","bored","annoyed","flustered","insisting","sarcastic","fantasizing","uneasy","despondent","preoccupied","insisting","regretful","sceptical","anticipating","accusing","contemplative","sympathetic","affectionate","decisive","tentative","friendly","panicked","preoccupied","curious","hostile","incredulous","anxious","cautious","contented","reflective","flirtatious","confident","serious","concerned","baffled","nervous","suspicious",7,1,2,1,5,"","yes",38,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","sadness|happy|bored|sex_arousal",16.7,0.60447817990764,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0.611111111111111,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"60b6499af963de7ce527d399","Disclaimer-notsexual",591,"Yes","20","arrogant","playful","annoyed","desire","insisting","sarcastic","fantasizing","friendly","despondent","annoyed","insisting","regretful","sceptical","shy","disappointed","contemplative","encouraging","doubtful","bored","grateful","friendly","fantasizing","preoccupied","defiant","pensive","interested","hostile","cautious","interested","reflective","flirtatious","confident","serious","concerned","aghast","insisting","suspicious",6,2,5,1,6,"","yes",30,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","sadness|bored|sex_arousal|happy",9.85,-0.770933393656322,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.666666666666667,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-0.517766497461929,-0.31040742363643
"5ec439fc21dd591193d88d35","Disclaimer-notsexual",732,"Yes","20","panicked","playful","upset","desire","insisting","worried","impatient","friendly","despondent","preoccupied","cautious","flirtatious","indifferent","anticipating","accusing","contemplative","thoughtful","doubtful","decisive","tentative","guilty","fantasizing","imploring","defiant","pensive","interested","anxious","arrogant","interested","impatient","flirtatious","confident","serious","concerned","baffled","puzzled","suspicious",5,1,6,3,3,"","yes",22,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","happy|sadness|bored|sex_arousal",12.2,-0.29907686841905,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0.694444444444444,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"5f6388c21b14c5079764e750","Disclaimer-notsexual",836,"Yes","20","panicked","playful","upset","desire","insisting","worried","fantasizing","uneasy","despondent","preoccupied","cautious","regretful","sceptical","anticipating","accusing","contemplative","thoughtful","doubtful","decisive","tentative","friendly","fantasizing","preoccupied","defiant","pensive","interested","shy","cautious","interested","irritated","disappointed","confident","serious","concerned","distrustful","nervous","suspicious",8,2,5,2,5,"","yes",32,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","sex_arousal|bored|sadness|happy",13.9333333333333,0.0489591501956752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0.916666666666667,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-0.517766497461929,-0.31040742363643
"5fb1b6a116dfd36eea55dacd","Disclaimer-notsexual",656,"Yes","20","panicked","playful","upset","convinced","insisting","worried","impatient","uneasy","despondent","annoyed","cautious","regretful","sceptical","anticipating","accusing","contemplative","thoughtful","affectionate","bored","tentative","friendly","fantasizing","preoccupied","curious","pensive","interested","hostile","cautious","contented","impatient","flirtatious","confident","serious","concerned","distrustful","nervous","suspicious",4,1,4,1,3,"","yes",34,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","sex_arousal|sadness|bored|happy",10.9333333333333,-0.553410882022119,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0.777777777777778,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"5c40e66b0bd987000114f534","Disclaimer-notsexual",742,"Yes","20","panicked","playful","upset","convinced","insisting","worried","impatient","uneasy","despondent","preoccupied","cautious","regretful","sceptical","threatening","accusing","contemplative","sympathetic","doubtful","decisive","tentative","friendly","fantasizing","preoccupied","defiant","hostile","interested","anxious","cautious","interested","reflective","flirtatious","dispirited","bewildered","concerned","distrustful","puzzled","suspicious",6,2,6,2,3,"","yes",49,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","happy|sex_arousal|bored|sadness",12.3666666666667,-0.265611866629173,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0.75,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-0.517766497461929,-0.31040742363643
"5d93264e3e74670014b4b981","Disclaimer-notsexual",984,"Yes","20","panicked","playful","arrogant","desire","insisting","worried","fantasizing","uneasy","despondent","hostile","insisting","flirtatious","indifferent","anticipating","accusing","contemplative","thoughtful","doubtful","decisive","sarcastic","friendly","fantasizing","preoccupied","defiant","iIrritated","interested","hostile","cautious","interested","impatient","flirtatious","confident","serious","concerned","distrustful","nervous","suspicious",5,4,5,3,3,"","yes",36,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","sadness|bored|sex_arousal|happy",16.4,0.544241176685861,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.777777777777778,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,1.48223350253807,0.824185228276038
"6007421356226920359b5f3e","Disclaimer-notsexual",725,"Yes","20","panicked","comforting","upset","desire","relaxed","worried","fantasizing","friendly","despondent","preoccupied","insisting","amused","sceptical","decisive","accusing","contemplative","encouraging","doubtful","decisive","tentative","friendly","fantasizing","preoccupied","defiant","hostile","panicked","anxious","arrogant","interested","irritated","flirtatious","confident","serious","concerned","distrustful","nervous","suspicious",6,1,5,4,6,"","yes",30,"Male","Heterosexual or straight","","No","n/a",", modernFamily, madMen","modernClip","sadness|bored|sex_arousal|happy",12.0833333333333,-0.322502369671964,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0.666666666666667,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"5c28d36b6fbaed00010847a8","Disclaimer-notsexual",663,"Yes","20","panicked","playful","upset","desire","insisting","worried","fantasizing","friendly","despondent","horrified","cautious","amused","indifferent","anticipating","accusing","encouraging","thoughtful","affectionate","decisive","tentative","friendly","fantasizing","preoccupied","curious","pensive","interested","anxious","cautious","interested","reflective","flirtatious","confident","serious","concerned","baffled","nervous","suspicious",6,6,7,2,1,"","yes",48,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","bored|sadness|sex_arousal|happy",11.05,-0.529985380769204,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0.75,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,3.48223350253807,1.95877788018851
"6151f84aca0c007d8baa2750","Disclaimer-notsexual",1016,"Yes","20","panicked","playful","upset","desire","insisting","sarcastic","impatient","uneasy","shy","preoccupied","cautious","regretful","sceptical","shy","accusing","contemplative","thoughtful","playful","decisive","tentative","dominant","fantasizing","preoccupied","defiant","pensive","interested","hostile","cautious","affectionate","reflective","flirtatious","ashamed","serious","concerned","distrustful","nervous","indecisive",6,1,5,4,3,"","Yes",24,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","bored|sex_arousal|happy|sadness",16.9333333333333,0.651329182413469,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0.75,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"60eec0367a7cc5ea6ed0e099","Disclaimer-notsexual",764,"Yes","20","panicked","playful","upset","convinced","insisting","worried","fantasizing","uneasy","shy","preoccupied","insisting","regretful","sceptical","anticipating","accusing","contemplative","thoughtful","doubtful","decisive","grateful","friendly","fantasizing","preoccupied","defiant","pensive","incredulous","hostile","cautious","interested","reflective","flirtatious","dispirited","serious","concerned","distrustful","nervous","suspicious",7,4,5,1,3,"","Yes",38,"Male","Heterosexual or straight","","No","Don Draperrrr",", madMen, modernFamily","madmenClip","sex_arousal|sadness|bored|happy",12.7333333333333,-0.191988862691442,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.833333333333333,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male","familiar",1.48223350253807,0.824185228276038
"6137de64e04b1b9d35c696c4","Disclaimer-notsexual",583,"Yes","20","panicked","playful","upset","desire","insisting","worried","fantasizing","uneasy","despondent","preoccupied","cautious","regretful","sceptical","anticipating","accusing","contemplative","thoughtful","doubtful","decisive","tentative","guilty","fantasizing","preoccupied","apologetic","pensive","interested","hostile","cautious","interested","irritated","flirtatious","confident","bewildered","concerned","distrustful","nervous","suspicious",4,3,5,3,1,"","yes",40,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","sadness|sex_arousal|happy|bored",9.71666666666667,-0.797705395088224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0.888888888888889,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,0.482233502538071,0.256888902319804
"616afb0449d5f8967c4eb27d","Disclaimer-notsexual",651,"Yes","20","panicked","playful","upset","desire","insisting","worried","impatient","friendly","relieved","annoyed","bored","regretful","sceptical","anticipating","irritated","encouraging","thoughtful","doubtful","decisive","tentative","friendly","fantasizing","preoccupied","defiant","pensive","incredulous","hostile","cautious","interested","reflective","hostile","joking","ashamed","guilty","terrified","nervous","suspicious",7,1,5,2,3,"","yes",20,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","bored|sex_arousal|happy|sadness",10.85,-0.570143382917057,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0.638888888888889,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"595c19a78c7f1a00013bd40f","Disclaimer-notsexual",578,"Yes","20","panicked","playful","annoyed","desire","insisting","worried","impatient","friendly","despondent","preoccupied","aghast","regretful","embarrassed","decisive","irritated","flustered","thoughtful","affectionate","bored","tentative","friendly","embarrassed","preoccupied","defiant","pensive","despondent","anxious","cautious","contented","reflective","flirtatious","confident","serious","concerned","aghast","nervous","suspicious",4,2,6,1,1,"","yes",42,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","sex_arousal|bored|happy|sadness",9.63333333333333,-0.814437895983162,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0.583333333333333,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-0.517766497461929,-0.31040742363643
"5aad68f74ea21d000101c20c","Disclaimer-notsexual",1186,"Yes","20","panicked","playful","terrified","desire","insisting","worried","fantasizing","uneasy","despondent","preoccupied","cautious","regretful","sceptical","anticipating","accusing","contemplative","thoughtful","aghast","aghast","tentative","friendly","fantasizing","imploring","curious","hostile","despondent","anxious","cautious","interested","reflective","hostile","dispirited","serious","concerned","terrified","nervous","suspicious",8,1,6,1,3,"","yes",28,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","happy|bored|sex_arousal|sadness",19.7666666666667,1.22023421284139,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0.694444444444444,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"5f0d75595c3a52000819b39c","Disclaimer-notsexual",829,"Yes","20","arrogant","playful","upset","desire","amused","worried","fantasizing","apologetic","despondent","preoccupied","insisting","regretful","sceptical","anticipating","accusing","contemplative","thoughtful","doubtful","decisive","sarcastic","friendly","fantasizing","preoccupied","defiant","pensive","interested","hostile","cautious","interested","irritated","flirtatious","confident","serious","concerned","baffled","nervous","suspicious",6,4,7,2,4,"","yes",40,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","happy|bored|sex_arousal|sadness",13.8166666666667,0.025533648942761,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0.833333333333333,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,1.48223350253807,0.824185228276038
"6144711edbbb2ce35dcf6b11","Disclaimer-notsexual",1124,"Yes","20","panicked","playful","upset","desire","insisting","worried","fantasizing","uneasy","relieved","preoccupied","cautious","regretful","sceptical","anticipating","accusing","contemplative","thoughtful","doubtful","decisive","tentative","friendly","fantasizing","preoccupied","defiant","pensive","interested","hostile","cautious","interested","reflective","flirtatious","confident","serious","guilty","baffled","nervous","suspicious",2,3,4,2,3,"","yes",41,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","bored|sex_arousal|sadness|happy",18.7333333333333,1.01275120174414,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0.916666666666667,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,0.482233502538071,0.256888902319804
"612bf3ef401afc036a41dbb4","Disclaimer-notsexual",581,"Yes","20","panicked","playful","upset","desire","amused","worried","fantasizing","friendly","despondent","preoccupied","insisting","regretful","sceptical","anticipating","accusing","contemplative","thoughtful","doubtful","decisive","sarcastic","friendly","fantasizing","preoccupied","apologetic","pensive","interested","shy","cautious","interested","reflective","flirtatious","confident","serious","concerned","distrustful","nervous","suspicious",4,3,4,1,5,"","yes",29,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","bored|sex_arousal|sadness|happy",9.68333333333333,-0.804398395446199,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0.833333333333333,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,0.482233502538071,0.256888902319804
"5d7e4e3f3795e900011677fe","Disclaimer-notsexual",1032,"Yes","20","panicked","playful","upset","desire","insisting","sarcastic","fantasizing","friendly","despondent","annoyed","insisting","flirtatious","sceptical","decisive","accusing","contemplative","thoughtful","affectionate","amused","tentative","friendly","fantasizing","preoccupied","curious","pensive","incredulous","alarmed","reassuring","interested","reflective","flirtatious","confident","alarmed","concerned","distrustful","puzzled","suspicious",6,1,5,1,1,"","yes",28,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","sadness|happy|sex_arousal|bored",17.2,0.704873185277273,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0.611111111111111,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-1.51776649746193,-0.877703749592664
"5e85dd630d7d0a1dbe601308","Disclaimer-notsexual",1243,"Yes","20","panicked","playful","upset","desire","insisting","irritated","impatient","uneasy","despondent","preoccupied","cautious","regretful","sceptical","anticipating","accusing","contemplative","thoughtful","doubtful","decisive","tentative","friendly","embarrassed","preoccupied","apologetic","pensive","interested","anxious","arrogant","interested","irritated","flirtatious","dispirited","serious","concerned","distrustful","nervous","suspicious",6,4,3,2,2,"","yes",48,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","sadness|sex_arousal|bored|happy",20.7166666666667,1.41098472304369,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0.777777777777778,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,1.48223350253807,0.824185228276038
"613e06f990c5f6002d238d17","Disclaimer-notsexual",1404,"Yes","20","panicked","comforting","upset","desire","relaxed","worried","fantasizing","friendly","relieved","preoccupied","cautious","regretful","indifferent","shy","accusing","contemplative","encouraging","doubtful","decisive","grateful","friendly","fantasizing","preoccupied","curious","pensive","interested","anxious","arrogant","interested","reflective","flirtatious","joking","serious","embarrassed","terrified","nervous","suspicious",4,2,5,6,6,"","yes",37,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","happy|sex_arousal|sadness|bored",23.4,1.94977125186071,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0.611111111111111,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-0.517766497461929,-0.31040742363643
"5bf530fe92ddb60001d02698","Disclaimer-notsexual",508,"Yes","20","panicked","playful","upset","joking","amused","worried","fantasizing","friendly","excited","preoccupied","insisting","amused","sceptical","anticipating","accusing","amused","encouraging","aghast","aghast","tentative","friendly","panicked","imploring","defiant","iIrritated","interested","anxious","cautious","contented","aghast","grateful","confident","alarmed","guilty","aghast","insisting","indecisive",6,5,6,4,3,"","yes",43,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","bored|sex_arousal|sadness|happy",8.46666666666667,-1.0486929085123,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0.388888888888889,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,2.48223350253807,1.39148155423227
"5fec4bf28fd71dda83c7f34e","Disclaimer-notsexual",632,"Yes","20","panicked","playful","terrified","desire","insisting","worried","fantasizing","uneasy","despondent","preoccupied","cautious","regretful","sceptical","anticipating","accusing","contemplative","sympathetic","doubtful","decisive","tentative","friendly","fantasizing","preoccupied","defiant","pensive","panicked","hostile","cautious","interested","irritated","flirtatious","confident","serious","concerned","distrustful","nervous","suspicious",7,2,3,6,5,"","yes",35,"Male","Heterosexual or straight","","No","",", modernFamily, madMen","modernClip","sadness|sex_arousal|bored|happy",10.5333333333333,-0.633726886317824,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0.888888888888889,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-0.517766497461929,-0.31040742363643
"5e283f576dbb560114ac7714","Disclaimer-notsexual",849,"Yes","20","panicked","playful","annoyed","desire","insisting","worried","fantasizing","friendly","despondent","preoccupied","cautious","regretful","sceptical","anticipating","disappointed","contemplative","thoughtful","doubtful","decisive","tentative","friendly","fantasizing","preoccupied","defiant","hostile","interested","anxious","cautious","interested","reflective","flirtatious","ashamed","bewildered","guilty","baffled","puzzled","suspicious",7,2,6,1,3,"","yes",42,"Male","Heterosexual or straight","","No","none thanks",", modernFamily, madMen","modernClip","happy|bored|sex_arousal|sadness",14.15,0.0924636525225158,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0.722222222222222,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,-0.517766497461929,-0.31040742363643
"5d028f7c8d28ba00177a1ec7","Disclaimer-notsexual",786,"Yes","20","panicked","playful","upset","convinced","insisting","irritated","impatient","dispirited","despondent","hostile","cautious","terrified","indifferent","threatening","accusing","contemplative","thoughtful","doubtful","decisive","sarcastic","friendly","fantasizing","preoccupied","defiant","iIrritated","interested","alarmed","cautious","interested","irritated","hostile","dispirited","serious","concerned","baffled","nervous","suspicious",3,1,8,6,6,"","yes",30,"Male","Heterosexual or straight","","No","modern family clip was funny, second clip was strange.",", modernFamily, madMen","modernClip","sadness|happy|sex_arousal|bored",13.1,-0.118365858753712,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0.583333333333333,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male","familiar",-1.51776649746193,-0.877703749592664
"61516c12872973b48c8594ae","Disclaimer-notsexual",1172,"Yes","20","panicked","playful","annoyed","desire","insisting","irritated","fantasizing","uneasy","despondent","preoccupied","insisting","flirtatious","indifferent","anticipating","accusing","contemplative","thoughtful","doubtful","decisive","arrogant","dominant","confused","preoccupied","defiant","pensive","interested","hostile","cautious","interested","reflective","flirtatious","confident","serious","concerned","distrustful","nervous","suspicious",7,3,8,1,1,"","yes",41,"Male","Heterosexual or straight","","No","",", madMen, modernFamily","madmenClip","happy|sex_arousal|sadness|bored",19.5333333333333,1.17338321033556,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.777777777777778,"Male","Male","Male","Female","Male","Male","Female","Male","Male","Female","Male","Male","Male","Male","Male","Female","Male","Female","Female","Female","Male","Female","Female","Male","Male","Female","Male","Female","Female","Female","Female","Female","Male","Male","Female","Female","Male",NA,0.482233502538071,0.256888902319804
